status,employee,industry,manager,age
No growth,22,Manufacturing,30,28
No growth,183,Manufacturing,20,21
Growth,7,Retail,20,15
No growth,5,Services,12,14
No growth,6,Manufacturing,39,30
No growth,400,Manufacturing,35,31
No growth,10,Manufacturing,30,28
No growth,9,Services,45,20
No growth,6,Manufacturing,22,23
Growth,20,Manufacturing,20,3
No growth,5,Retail,30,23
No growth,5,Retail,21,10
No growth,20,Manufacturing,38,25
Growth,20,Manufacturing,10,11
Growth,135,Manufacturing,20,9
Growth,30,Manufacturing,25,15
No growth,5,Retail,27,28
Growth,16,Manufacturing,25,12
Growth,250,Services,12,17
No growth,34,Manufacturing,30,29
Growth,80,Manufacturing,40,16
Growth,23,Manufacturing,44,9
Growth,570,Manufacturing,30,20
No growth,12,Retail,30,26
No growth,6,Services,30,27
No growth,6,Retail,24,26
No growth,77,Manufacturing,40,28
No growth,5,Services,40,20
No growth,5,Services,30,29
Growth,7,Manufacturing,4,5
No growth,560,Manufacturing,55,27
No growth,12,Services,25,11
No growth,11,Manufacturing,17,23
No growth,5,Services,30,10
Growth,66,Manufacturing,23,16
No growth,6,Retail,25,25
No growth,217,Services,22,24
No growth,22,Retail,30,29
Growth,70,Manufacturing,3,13
No growth,107,Manufacturing,31,25
No growth,120,Manufacturing,40,56
No growth,80,Manufacturing,30,28
No growth,25,Retail,9,10
No growth,7,Retail,27,28
No growth,378,Manufacturing,5,71
Growth,10,Manufacturing,15,7
No growth,241,Manufacturing,12,29
Growth,25,Manufacturing,19,17
No growth,196,Manufacturing,6,130
Growth,140,Manufacturing,25,7
Growth,25,Retail,25,17
No growth,247,Manufacturing,45,28
No growth,6,Manufacturing,35,28
No growth,1,Retail,16,18
Growth,18,Retail,20,8
No growth,5,Retail,45,27
Growth,88,Manufacturing,4,19
No growth,150,Manufacturing,25,27
Growth,25,Retail,16,11
Growth,8,Manufacturing,25,6
No growth,9,Services,30,27
No growth,5,Retail,28,15
No growth,8,Services,45,23
No growth,6,Services,30,14
No growth,7,Services,47,28
Growth,10,Manufacturing,40,12
No growth,300,Manufacturing,20,25
No growth,225,Manufacturing,16,25
Growth,784,Manufacturing,30,19
No growth,60,Manufacturing,27,28
Growth,16,Manufacturing,12,12
No growth,12,Services,35,28
No growth,10,Manufacturing,27,28
No growth,113,Services,30,29
No growth,50,Manufacturing,41,23
Growth,50,Manufacturing,5,6
No growth,7,Services,26,27
No growth,14,Manufacturing,40,30
Growth,270,Manufacturing,17,8
No growth,26,Manufacturing,25,21
No growth,16,Manufacturing,30,28
Growth,142,Manufacturing,18,11
Growth,9,Manufacturing,21,4
No growth,5,Services,17,7
No growth,520,Manufacturing,20,22
No growth,50,Services,1,28
No growth,10,Manufacturing,50,27
Growth,25,Manufacturing,40,15
No growth,49,Manufacturing,30,23
No growth,15,Manufacturing,29,29
Growth,50,Manufacturing,20,15
No growth,7,Services,30,29
No growth,305,Manufacturing,19,43
No growth,8,Retail,5,29
No growth,100,Manufacturing,22,24
No growth,34,Manufacturing,27,22
No growth,44,Manufacturing,28,29
Growth,37,Manufacturing,30,16
No growth,385,Manufacturing,21,21
Growth,8,Manufacturing,8,16
Growth,48,Manufacturing,10,11
No growth,6,Services,28,28
No growth,5,Services,36,26
No growth,19,Services,40,22
No growth,5,Services,31,14
Growth,139,Manufacturing,30,19
Growth,770,Manufacturing,25,20
No growth,6,Retail,15,15
No growth,379,Manufacturing,30,30
No growth,5,Services,20,11
No growth,130,Manufacturing,35,23
No growth,102,Manufacturing,50,29
Growth,10,Manufacturing,26,16
No growth,20,Manufacturing,25,29
No growth,24,Services,13,7
No growth,8,Services,28,29
No growth,13,Services,16,17
No growth,8,Services,25,21
No growth,52,Manufacturing,8,30
No growth,90,Manufacturing,27,131
Growth,200,Retail,18,20
No growth,5,Retail,40,24
No growth,7,Services,36,29
No growth,8,Services,35,25
No growth,16,Manufacturing,26,24
No growth,5,Manufacturing,15,24
Growth,90,Manufacturing,10,16
Growth,23,Manufacturing,34,11
No growth,90,Manufacturing,25,23
No growth,7,Retail,23,28
No growth,5,Services,35,29
No growth,50,Manufacturing,15,98
No growth,27,Manufacturing,8,28
No growth,26,Services,37,26
No growth,16,Services,30,27
No growth,65,Manufacturing,38,27
No growth,5,Services,28,29
No growth,10,Manufacturing,10,29
No growth,5,Services,21,22
No growth,195,Manufacturing,1,25
Growth,57,Manufacturing,23,5
No growth,7,Retail,30,28
Growth,26,Manufacturing,2,13
No growth,36,Manufacturing,19,23
No growth,5,Retail,30,28
No growth,10,Manufacturing,30,152
No growth,78,Manufacturing,35,22
No growth,5,Retail,31,24
Growth,12,Manufacturing,15,10
No growth,8,Manufacturing,35,28
Growth,16,Manufacturing,25,5
No growth,5,Services,40,29
Growth,30,Manufacturing,55,7
No growth,5,Food,18,14
No growth,8,Food,25,10
Growth,11,Food,30,12
No growth,18,Food,35,37
No growth,98,Food,37,39
Growth,25,Food,40,14
No growth,9,Food,25,21
No growth,18,Services,25,20
No growth,7,Food,15,12
No growth,55,Food,32,19
No growth,20,Food,20,21
No growth,176,Food,14,21
No growth,5,Services,10,28
No growth,15,Services,20,16
No growth,6,Food,10,51
No growth,12,Food,45,91
No growth,6,Food,30,41
No growth,13,Services,45,140
No growth,12,Services,15,19
No growth,12,Services,25,14
No growth,360,Services,25,9
No growth,12,Food,6,7
Growth,30,Food,20,8
No growth,16,Food,20,16
No growth,16,Food,28,19
No growth,18,Services,25,23
No growth,7,Food,15,19
No growth,4,Services,7,43
Growth,50,Food,10,25
Growth,10,Food,40,28
No growth,5,Services,10,34
No growth,12,Services,29,38
No growth,35,Food,15,13
No growth,10,Food,5,6
No growth,12,Food,25,36
No growth,70,Services,10,41
No growth,6,Food,5,9
Growth,350,Food,5,23
Growth,16,Food,40,41
No growth,57,Food,20,27
Growth,175,Food,16,17
Growth,30,Food,25,4
Growth,50,Food,15,14
No growth,35,Services,20,31
No growth,8,Services,17,20
Growth,2500,Food,10,51
No growth,8,Food,35,34
No growth,18,Food,30,31
Growth,30,Food,50,51
Growth,450,Food,40,39
No growth,12,Food,17,13
No growth,21,Food,25,18
Growth,20,Food,40,7
Growth,20,Food,20,13
No growth,40,Food,10,9
No growth,80,Food,25,21
No growth,8,Services,15,8
No growth,10,Services,15,16
No growth,8,Food,12,13
Growth,56,Food,30,12
No growth,23,Food,23,71
No growth,15,Services,27,22
No growth,5,Food,20,61
No growth,25,Food,35,61
No growth,7,Food,16,14
No growth,10,Food,30,49
No growth,18,Food,25,20
No growth,10,Food,15,18
No growth,12,Food,25,43
No growth,7,Services,15,16
No growth,203,Food,20,15
No growth,5,Food,10,9
No growth,15,Services,10,18
No growth,6,Services,15,6
No growth,6,Food,15,13
No growth,35,Food,25,19
No growth,15,Food,30,20
No growth,16,Food,35,19
No growth,16,Services,18,12
No growth,10,Food,25,14
Growth,50,Food,15,3
Growth,35,Food,10,11
No growth,45,Food,25,31
No growth,8,Services,25,19
Growth,75,Food,25,16
Growth,14,Food,20,8
Growth,35,Food,12,24
Growth,90,Food,35,69
No growth,10,Services,11,10
No growth,11,Food,20,64
No growth,8,Services,15,14
No growth,12,Services,20,16
Growth,50,Food,25,19
Growth,45,Food,40,9
No growth,25,Food,10,19
No growth,6,Services,20,21
Growth,20,Food,18,11
No growth,12,Food,35,36
No growth,11,Food,20,19
No growth,15,Services,20,8
No growth,14,Services,18,16
No growth,21,Services,8,6
Growth,26,Food,30,9
No growth,19,Services,25,20
No growth,5,Services,10,6
Growth,30,Food,20,12
Growth,56,Food,10,3
No growth,5,Services,10,41
No growth,6,Food,25,16
No growth,42,Food,15,15
No growth,15,Services,12,16
No growth,6,Food,35,46
No growth,7,Food,25,17
No growth,10,Food,35,36
Growth,140,Food,40,41
No growth,9,Food,25,21
Growth,330,Food,10,17
No growth,10,Food,6,21
Growth,400,Services,15,31
Growth,240,Food,40,44
No growth,7,Food,25,36
Growth,40,Food,40,26
No growth,22,Services,36,39
Growth,150,Services,25,28
No growth,20,Food,25,19
Growth,9,Food,34,18
Growth,1100,Food,30,12
No growth,50,Food,10,8
Growth,30,Food,20,21
No growth,7,Services,20,8
No growth,5,Services,15,45
No growth,25,Food,28,18
No growth,8,Food,15,6
No growth,9,Food,20,24
Growth,60,Food,25,15
No growth,89,Food,30,32
No growth,5,Food,30,31
No growth,6,Food,10,11
Growth,250,Food,35,39
Growth,60,Food,20,46
Growth,90,Services,40,31
Growth,324,Food,25,31
No growth,6,Food,15,14
Growth,25,Food,30,16
Growth,300,Food,30,23
No growth,25,Services,8,16
No growth,8,Services,25,19
Growth,55,Food,40,19
No growth,20,Services,2,27
Growth,30,Food,10,7
No growth,6,Services,10,8
No growth,6,Food,1,19
No growth,12,Food,30,12
No growth,18,Services,24,21
No growth,6,Food,18,15
Growth,16,Food,25,19
Growth,10,Food,40,39
Growth,22,Food,25,18
No growth,20,Food,22,19
No growth,6,Food,15,16
Growth,20,Food,15,11
Growth,25,Food,20,11
No growth,40,Services,9,21
No growth,3,Services,15,21
No growth,15,Food,20,19
Growth,5,Food,12,14
Growth,85,Services,18,23
Growth,12,Food,10,31
Growth,18,Food,14,10
Growth,300,Food,20,35
Growth,22,Food,5,7
Growth,10,Food,20,31
Growth,20,Food,30,18
Growth,15,Food,15,12
Growth,31,Manufacturing,22,23
Growth,145,Services,11,13
Growth,30,Manufacturing,20,19
No growth,300,Services,19,20
No growth,9,Retail,19,20
No growth,7,Retail,30,24
Growth,143,Manufacturing,3,14
Growth,122,Services,30,28
Growth,43,Manufacturing,15,8
Growth,40,Manufacturing,40,15
Growth,45,Manufacturing,10,4
Growth,144,Manufacturing,2,28
No growth,298,Manufacturing,21,194
No growth,6,Services,39,19
Growth,74,Manufacturing,36,27
Growth,34,Retail,8,25
Growth,10,Manufacturing,25,21
No growth,11,Services,25,29
No growth,18,Manufacturing,6,24
No growth,10,Services,15,5
Growth,231,Manufacturing,30,25
No growth,6,Retail,32,27
No growth,120,Services,26,28
Growth,43,Manufacturing,7,8
Growth,24,Manufacturing,20,15
Growth,32,Manufacturing,10,14
No growth,13,Retail,33,27
Growth,13,Retail,10,26
Growth,48,Manufacturing,18,19
No growth,30,Services,20,10
No growth,12,Retail,23,24
Growth,65,Manufacturing,45,26
No growth,3,Services,30,26
Growth,15,Manufacturing,18,19
Growth,17,Manufacturing,18,19
Growth,74,Manufacturing,14,22
Growth,55,Manufacturing,8,6
No growth,115,Services,14,28
Growth,93,Manufacturing,32,28
Growth,74,Manufacturing,25,21
Growth,43,Manufacturing,43,28
No growth,13,Services,15,10
No growth,16,Services,32,28
Growth,24,Manufacturing,40,15
Growth,45,Manufacturing,21,22
Growth,30,Manufacturing,21,21
No growth,9,Services,20,12
Growth,135,Manufacturing,6,14
No growth,6,Manufacturing,21,23
No growth,20,Manufacturing,22,23
Growth,20,Manufacturing,18,28
Growth,9,Manufacturing,30,28
Growth,65,Manufacturing,3,19
No growth,12,Services,15,16
No growth,48,Retail,57,29
No growth,21,Retail,30,32
No growth,12,Retail,21,23
Growth,8,Manufacturing,26,22
Growth,185,Manufacturing,5,6
Growth,60,Manufacturing,21,4
Growth,250,Services,9,4
No growth,13,Services,16,17
Growth,9,Retail,22,28
No growth,67,Manufacturing,30,30
Growth,226,Manufacturing,20,25
No growth,34,Manufacturing,24,28
Growth,99,Manufacturing,23,24
Growth,86,Manufacturing,15,22
No growth,6,Retail,28,17
No growth,200,Manufacturing,15,21
Growth,9,Manufacturing,30,13
Growth,50,Manufacturing,23,24
No growth,16,Retail,21,22
Growth,143,Manufacturing,3,27
Growth,6,Manufacturing,24,26
Growth,35,Manufacturing,15,16
Growth,30,Manufacturing,20,11
Growth,16,Manufacturing,5,6
No growth,4,Retail,21,23
No growth,45,Manufacturing,25,26
No growth,14,Services,26,28
No growth,26,Manufacturing,24,72
Growth,53,Manufacturing,19,12
No growth,40,Manufacturing,22,24
Growth,165,Services,24,26
Growth,73,Manufacturing,28,29
Growth,20,Manufacturing,22,28
No growth,9,Retail,25,36
Growth,265,Manufacturing,11,17
No growth,70,Services,28,27
Growth,94,Services,12,16
No growth,30,Manufacturing,21,23
Growth,12,Manufacturing,25,21
Growth,219,Manufacturing,5,23
Growth,8,Manufacturing,16,17
No growth,5,Services,31,9
No growth,28,Manufacturing,30,27
Growth,10,Manufacturing,22,20
No growth,11,Services,18,19
No growth,8,Retail,35,26
Growth,10,Manufacturing,13,21
Growth,73,Manufacturing,24,12
Growth,49,Manufacturing,35,6
No growth,12,Manufacturing,13,29
Growth,364,Services,16,9
Growth,36,Manufacturing,9,10
Growth,40,Manufacturing,18,19
Growth,7,Manufacturing,25,17
Growth,649,Services,8,26
Growth,50,Manufacturing,21,22
No growth,6,Services,45,25
Growth,22,Manufacturing,18,27
No growth,11,Services,40,28
Growth,14,Manufacturing,15,21
Growth,290,Manufacturing,29,27
Growth,70,Manufacturing,3,73
No growth,15,Services,35,23
Growth,140,Manufacturing,22,23
No growth,19,Manufacturing,35,26
Growth,9,Retail,25,11
No growth,6,Services,12,13
No growth,50,Manufacturing,24,23
Growth,130,Manufacturing,20,28
Growth,55,Manufacturing,21,11
No growth,5,Retail,35,25
No growth,27,Manufacturing,25,27
Growth,800,Manufacturing,20,27
No growth,5,Retail,25,22
Growth,102,Manufacturing,4,20
Growth,3,Manufacturing,30,21
No growth,6,Retail,10,8
No growth,8,Retail,21,9
No growth,5,Retail,20,18
No growth,34,Services,27,28
Growth,5,Manufacturing,43,20
No growth,88,Manufacturing,5,24
No growth,9,Retail,15,16
Growth,183,Manufacturing,27,29
Growth,240,Manufacturing,5,29
No growth,20,Retail,10,8
No growth,20,Manufacturing,25,28
Growth,124,Services,25,20
Growth,34,Manufacturing,28,29
No growth,25,Services,18,25
No growth,23,Services,16,11
Growth,29,Manufacturing,10,25
No growth,10,Services,40,8
Growth,86,Services,7,15
Growth,260,Manufacturing,11,20
Growth,43,Retail,8,30
Growth,253,Manufacturing,23,22
No growth,13,Services,17,11
Growth,73,Manufacturing,27,28
Growth,264,Manufacturing,40,23
Growth,29,Manufacturing,6,5
Growth,101,Services,7,66
No growth,145,Retail,22,20
Growth,30,Retail,20,16
Growth,6,Manufacturing,26,27
Growth,52,Manufacturing,24,25
Growth,27,Manufacturing,18,33
No growth,7,Manufacturing,45,29
No growth,40,Manufacturing,15,28
Growth,48,Manufacturing,27,29
Growth,6,Manufacturing,10,11
Growth,19,Manufacturing,12,14
No growth,5,Retail,27,28
No growth,110,Services,25,21
Growth,25,Manufacturing,28,27
Growth,29,Manufacturing,27,11
Growth,90,Services,25,9
No growth,120,Manufacturing,10,75
Growth,9,Manufacturing,13,14
Growth,6,Manufacturing,50,23
Growth,80,Manufacturing,21,18
No growth,12,Retail,36,27
Growth,7,Manufacturing,28,29
Growth,52,Manufacturing,15,4
Growth,65,Manufacturing,11,16
No growth,5,Services,20,10
Growth,85,Manufacturing,25,14
Growth,22,Manufacturing,4,5
Growth,21,Manufacturing,26,28
No growth,170,Retail,18,17
Growth,90,Services,14,15
Growth,35,Manufacturing,8,28
Growth,82,Manufacturing,9,23
Growth,56,Manufacturing,15,21
Growth,85,Manufacturing,13,26
No growth,22,Manufacturing,25,26
Growth,35,Manufacturing,13,16
No growth,14,Services,45,29
Growth,90,Manufacturing,20,14
Growth,166,Manufacturing,19,20
Growth,228,Manufacturing,8,26
No growth,120,Manufacturing,20,28
Growth,100,Manufacturing,20,24
No growth,27,Services,25,6
Growth,160,Manufacturing,28,29
Growth,100,Services,10,11
No growth,20,Retail,10,4
No growth,40,Food,15,16
Growth,200,Services,15,16
Growth,18,Food,2,6
No growth,20,Services,40,8
No growth,3,Manufacturing,37,28
Growth,140,Services,15,12
No growth,2,Food,17,5
No growth,62,Food,5,6
Growth,25,Food,15,16
No growth,58,Services,25,7
Growth,25,Food,1,2
No growth,73,Food,21,8
Growth,43,Manufacturing,25,25
No growth,8,Retail,30,21
No growth,50,Retail,10,5
Growth,9,Food,10,5
No growth,55,Services,10,9
Growth,10,Manufacturing,30,16
No growth,5,Services,15,16
No growth,20,Food,6,7
Growth,80,Food,9,7
No growth,7,Food,22,24
Growth,30,Food,45,10
Growth,20,Manufacturing,45,24
Growth,40,Manufacturing,20,2
Growth,8,Food,10,6
No growth,55,Manufacturing,15,24
No growth,5,Retail,11,13
No growth,12,Food,11,15
No growth,14,Food,8,26
No growth,8,Services,18,8
Growth,12,Food,21,6
Growth,10,Manufacturing,11,3
Growth,24,Food,22,24
No growth,50,Retail,35,26
Growth,30,Manufacturing,15,12
No growth,270,Services,26,10
No growth,70,Manufacturing,24,25
No growth,20,Food,10,4
Growth,22,Food,30,4
Growth,100,Services,10,12
Growth,9,Manufacturing,30,18
Growth,35,Manufacturing,14,15
No growth,40,Services,15,28
No growth,50,Retail,15,11
No growth,317,Food,11,12
Growth,24,Manufacturing,17,4
No growth,9,Retail,17,18
No growth,5,Services,18,10
No growth,6,Services,6,7
No growth,3,Retail,9,15
Growth,55,Manufacturing,10,11
Growth,120,Food,30,92
Growth,135,Food,4,14
Growth,250,Services,20,11
Growth,250,Services,20,15
No growth,7,Food,20,10
Growth,30,Food,10,5
Growth,22,Manufacturing,15,4
No growth,17,Food,14,15
Growth,6,Retail,8,10
No growth,6,Retail,20,8
Growth,30,Food,8,9
Growth,9,Manufacturing,45,12
Growth,6,Manufacturing,38,6
No growth,2,Retail,22,24
No growth,15,Food,13,13
Growth,21,Manufacturing,4,5
No growth,26,Services,7,8
Growth,12,Food,7,7
No growth,3,Services,30,18
No growth,7,Services,30,13
No growth,3,Services,20,10
No growth,7,Services,64,55
Growth,140,Services,17,22
No growth,6,Retail,35,28
Growth,156,Food,1,20
Growth,12,Food,25,4
No growth,120,Services,4,14
Growth,6,Food,5,6
